Address description,Price,Rooms,Rooms detailed,Surface area,Bathrooms,Floor,House type,Total building floors,Year of construction,Condition,Energy Efficiency,URL
"4-room flat corso Bernardino Telesio 121, Parella, Turin","€ 360,000",4,"4 (2 bedrooms, 2 others), 2 bathrooms, kitchen diner",115 m² - See detail,2,"2°, with lift, with disabled access",Apartment | Full ownership | Stately property class,4 floors,2023,New / Under construction,A+,https://www.immobiliare.it/en/annunci/100929021/
"Apartment via Veglia, Santa Rita, Turin","€ 239,000",5,"5 (3 bedrooms, 2 others), 2 bathrooms, kitchen diner",115 m²,2,"6°, with lift, with disabled access",Apartment | Full ownership | Medium property class,10 floors,1990,Excellent / Refurbished,E,https://www.immobiliare.it/en/annunci/98368524/
"3-room flat via Boston 3, Santa Rita, Turin","€ 149,000",3,"3 (1 bedroom, 2 others), 1 bathroom, kitchenette",73 m²,,"5° floor, with lift",Apartment | Full ownership | Medium property class,7 floors,1967,Good condition / Liveable,,https://www.immobiliare.it/en/annunci/101173393/
"4-room flat via lanzo 75, Madonna di Campagna, Turin","€ 149,000",4,"4 (3 bedrooms, 1 other), 2 bathrooms, open kitchen",100 m²,2,2°,Apartment | Full ownership | Economic property class,5 floors,1960,Excellent / Refurbished,G,https://www.immobiliare.it/en/annunci/100564698/
"3-room flat via lanzo 117, Barriera di Lanzo, Turin","€ 109,000",3,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",72 m²,,1°,Apartment | Full ownership | Medium property class,4 floors,1960,Excellent / Refurbished,D,https://www.immobiliare.it/en/annunci/100038154/
"3-room flat corso Bernardino Telesio 22//2, Parella, Turin","€ 279,000",3,"3 (1 bedroom, 2 others), 1 bathroom, kitchen diner",100 m²,,"7°, with lift",Apartment | Full ownership | Medium property class,8 floors,1970,Excellent / Refurbished,D,https://www.immobiliare.it/en/annunci/100035616/
"2-room flat via Luigi Tarino 11, Vanchiglia, Turin","€ 93,000",2,"2 (1 bedroom, 1 other), 1 bathroom, kitchen diner",40 m²,,1°,Apartment | Full ownership | Medium property class,3 floors,1900,Excellent / Refurbished,G,https://www.immobiliare.it/en/annunci/99210556/
"3-room flat via Romagnano 4, Parella, Turin","€ 126,000",3,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",85 m²,,"3°, with lift",Apartment | Full ownership | Economic property class,5 floors,1950,Good condition / Liveable,G,https://www.immobiliare.it/en/annunci/98737238/
"Attic corso Regina Margherita 144, Aurora, Turin","€ 220,000",4,"4 (2 bedrooms, 2 others), 2 bathrooms, kitchen nook",100 m²,2,"3°, with lift",Attic | Full ownership | Medium property class,3 floors,1950,Good condition / Liveable,C,https://www.immobiliare.it/en/annunci/96976868/
"Apartment corso Filippo Turati 13, San Secondo, Turin","€ 849,000",5+,"5+ (3 bedrooms, 3 others), 3 bathrooms, kitchen diner",189 m²,3,"9°, with lift",Apartment | Full ownership | Stately property class,9 floors,1970,Excellent / Refurbished,,https://www.immobiliare.it/en/annunci/95152634/
"3-room flat via Cardinale Maurilio Fossati 26, Pozzo Strada, Turin","€ 155,000",3,"3 (1 bedroom, 2 others), 1 bathroom, kitchen nook",98 m²,,"1°, with lift",Apartment | Full ownership | Stately property class,6 floors,1969,To be refurbished,G,https://www.immobiliare.it/en/annunci/93257606/
"2-room flat via Viverone 9/B, Parella, Turin","€ 54,000",2,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",70 m²,,5°,Apartment | Full ownership | Economic property class,5 floors,1950,Good condition / Liveable,G,https://www.immobiliare.it/en/annunci/101426815/
"2-room flat via Gaetano Donizetti 15, San Salvario - Dante, Turin","€ 89,000",2,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",42 m² - See detail,,"2 floors: Basement (-1), 1°",Apartment | Full ownership | Medium property class,3 floors,1960,Good condition / Liveable,E,https://www.immobiliare.it/en/annunci/101170283/
"3-room flat via Vincenzo Gioberti 59, Crocetta, Turin","€ 189,000",3,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",75 m²,,Mezzanine,Apartment | Full ownership | Stately property class,3 floors,1900,Excellent / Refurbished,,https://www.immobiliare.it/en/annunci/100163900/
"3-room flat via Romagnano 18, Parella, Turin","€ 75,000",3,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",55 m²,,1°,Apartment | Full ownership | Economic property class,5 floors,1940,Good condition / Liveable,G,https://www.immobiliare.it/en/annunci/100163838/
"2-room flat corso Moncalieri 5, Gran Madre - Crimea, Turin","€ 165,000",2,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",67 m²,,3°,Apartment | Full ownership | Economic property class,3 floors,1900,Good condition / Liveable,G,https://www.immobiliare.it/en/annunci/99446370/
"4-room flat Strada del Portone, Mirafiori Sud - Strada del Drosso, Turin","€ 189,000",4,"4 (2 bedrooms, 2 others), 2 bathrooms, kitchen diner",90 m²,2,"9°, with lift, with disabled access",Apartment | Full ownership | Medium property class,10 floors,2010,Excellent / Refurbished,E,https://www.immobiliare.it/en/annunci/99205958/
"3-room flat piazza Fabio Filzi 2, Nizza Millefonti, Turin","€ 92,000",3,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",75 m²,,3°,Apartment | Full ownership | Economic property class,4 floors,1950,To be refurbished,G,https://www.immobiliare.it/en/annunci/99150644/
"Apartment via Madama Cristina 111, San Salvario, Turin","€ 359,000",5,"5 (3 bedrooms, 2 others), 2 bathrooms, kitchen diner",120 m²,2,"1°, with lift",Apartment | Full ownership | Medium property class,5 floors,1900,Good condition / Liveable,F,https://www.immobiliare.it/en/annunci/92555524/
"Loft via Domodossola 49, Parella, Turin","€ 79,000",,"1 bedroom, 1 bathroom, kitchen diner",45 m²,,Ground floor,Loft | Full ownership | Economic property class,3 floors,1930,Excellent / Refurbished,D,https://www.immobiliare.it/en/annunci/100069040/
"4-room flat corso Moncalieri 21, Gran Madre - Crimea, Turin","€ 380,000",4,"4 (3 bedrooms, 1 other), 2 bathrooms, kitchen diner",117 m² | commercial 122 m² - See detail,2,Ground floor,Apartment | Full ownership | Stately property class,1 floor,2000,Excellent / Refurbished,D,https://www.immobiliare.it/en/annunci/99420042/
"3-room flat via Crevacuore 37, Parella, Turin","€ 109,000",3,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",70 m²,,5°,Apartment | Full ownership | Medium property class,5 floors,1950,Excellent / Refurbished,G,https://www.immobiliare.it/en/annunci/99336884/
"3-room flat corso Traiano 156, Mirafiori Sud - Onorato Vigliani, Turin","€ 109,000",3,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",90 m²,,"9° floor, with lift, with disabled access",Apartment | Full ownership | Medium property class,9 floors,1955,Good condition / Liveable,G,https://www.immobiliare.it/en/annunci/97696866/
"3-room flat corso Peschiera 305, Pozzo Strada, Turin","€ 225,000",3,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",80 m²,,"2°, with lift",Apartment | Full ownership | Medium property class,7 floors,1970,Good condition / Liveable,F,https://www.immobiliare.it/en/annunci/97388180/
"3-room flat largo Errico Giachino 110, Borgo Vittoria, Turin","€ 98,000",3,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",80 m²,,"1°, with lift",Apartment | Full ownership | Medium property class,5 floors,1950,Good condition / Liveable,E,https://www.immobiliare.it/en/annunci/94588866/
"Apartment via CASTELNUOVO DELLE LANZE, 15, Santa Rita, Turin","€ 315,000",5,"5 (3 bedrooms, 2 others), 2 bathrooms, open kitchen",100 m²,2,"6°, with lift",Apartment | Full ownership | Medium property class,6 floors,1952,Excellent / Refurbished,C,https://www.immobiliare.it/en/annunci/101529121/
"3-room flat via DANDOLO, 31, Mirafiori Nord, Turin","€ 165,000",3,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen nook",108 m²,,"9°, with lift",Apartment | Full ownership | Medium property class,9 floors,1960,To be refurbished,G,https://www.immobiliare.it/en/annunci/101478457/
"3-room flat via Giulia di Barolo 50, Vanchiglia, Turin","€ 179,900",3,"3 (1 bedroom, 2 others), 1 bathroom, open kitchen",75 m²,,1°,Apartment | Full ownership | Medium property class,4 floors,1900,Excellent / Refurbished,G,https://www.immobiliare.it/en/annunci/100938651/
"Penthouse corso Bernardino Telesio 82, Parella, Turin","€ 240,000",3,"3 (1 bedroom, 2 others), 1 bathroom, kitchen diner",75 m²,,"6°, with lift",Penthouse | Full ownership | Medium property class,6 floors,1960,Good condition / Liveable,G,https://www.immobiliare.it/en/annunci/99443030/
"4-room flat via Padre Francesco Denza 18, Aurora, Turin","€ 79,900",4,"4 (3 bedrooms, 1 other), 1 bathroom, kitchen diner",76 m²,,3°,Apartment | Full ownership | Medium property class,5 floors,1950,Excellent / Refurbished,C,https://www.immobiliare.it/en/annunci/99112710/
"2-room flat via Omegna 14, Parella, Turin","€ 99,000",2,"2 (1 bedroom, 1 other), 1 bathroom, kitchen diner",66 m² - See detail,,"2 floors: Basement (-1), Mezzanine, with lift",Apartment | Full ownership | Medium property class,5 floors,1960,Excellent / Refurbished,G,https://www.immobiliare.it/en/annunci/95996200/
"3-room flat via Maria Ausiliatrice 52, Aurora, Turin","€ 97,000",3,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",150 m²,,"Ground floor, with disabled access",Apartment | Full ownership | Medium property class,4 floors,1950,To be refurbished,G,https://www.immobiliare.it/en/annunci/93334590/
"3-room flat via Milano, Quadrilatero Romano, Turin","€ 259,000",3,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",83 m²,,3°,Apartment | Full ownership | Stately property class,6 floors,1700,Excellent / Refurbished,,https://www.immobiliare.it/en/annunci/100114632/
"3-room flat corso SEBASTOPOLI, 170, Santa Rita, Turin","€ 139,000",3,"3 (1 bedroom, 2 others), 1 bathroom, kitchen diner",80 m²,,"4°, with lift",Apartment | Bare ownership | Medium property class,6 floors,1937,To be refurbished,G,https://www.immobiliare.it/en/annunci/101597865/
"3-room flat via Nicomede Bianchi 68, Parella, Turin","€ 139,000",3,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",75 m²,,"4°, with lift",Apartment | Full ownership | Economic property class,5 floors,1950,Good condition / Liveable,G,https://www.immobiliare.it/en/annunci/101342051/
"4-room flat via montebello 22, Giardini Reali, Turin","€ 379,000",4,"4 (1 bedroom, 3 others), 1 bathroom, kitchen diner",90 m²,,"2°, with lift, with disabled access",Apartment | Full ownership | Medium property class,4 floors,1900,Good condition / Liveable,G,https://www.immobiliare.it/en/annunci/99944892/
"Apartment via Giuseppe Garibaldi, Quadrilatero Romano, Turin","€ 479,000",5+,"5+ (4 bedrooms, 3 others), 2 bathrooms, kitchen diner",200 m²,2,"2°, with lift",Apartment | Full ownership | Stately property class,5 floors,1790,Good condition / Liveable,,https://www.immobiliare.it/en/annunci/99526792/
"4-room flat via Madama Cristina 80/C, San Salvario - Dante, Turin","€ 239,000",4,"4 (1 bedroom, 3 others), 2 bathrooms, kitchen diner",100 m²,2,"Mezzanine, with lift, with disabled access",Apartment | Full ownership | Medium property class,5 floors,1930,Excellent / Refurbished,E,https://www.immobiliare.it/en/annunci/99190380/
"2-room flat via BUENOS AIRES 17, Santa Rita, Turin","€ 98,000",2,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",53 m²,,"5°, with lift",Apartment | Full ownership | Medium property class,6 floors,1960,Good condition / Liveable,E,https://www.immobiliare.it/en/annunci/97442604/
"3-room flat via Candia 15, Barriera di Milano, Turin","€ 39,900",3,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",58 m²,,3°,Apartment | Full ownership | Economic property class,3 floors,1950,Good condition / Liveable,F,https://www.immobiliare.it/en/annunci/81452663/
"4-room flat via Gioacchino Rossini 23, Vanchiglia, Turin","€ 269,000",4,"4 (2 bedrooms, 2 others), 1 bathroom, kitchen diner",100 m²,,"3°, with lift, with disabled access",Apartment | Full ownership | Medium property class,4 floors,1900,Excellent / Refurbished,G,https://www.immobiliare.it/en/annunci/101204699/
"3-room flat via Giovanni da Verazzano 15, Crocetta, Turin","€ 189,000",3,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen nook",60 m²,,"2°, with lift",Apartment | Full ownership | Stately property class,4 floors,1900,To be refurbished,G,https://www.immobiliare.it/en/annunci/100836141/
"4-room flat via Domenico Girolamo Induno, Centro Europa, Turin","€ 179,000",4,"4 (2 bedrooms, 2 others), 2 bathrooms, kitchen diner",120 m²,2,"5°, with lift, with disabled access",Apartment | Full ownership | Medium property class,10 floors,1970,Excellent / Refurbished,E,https://www.immobiliare.it/en/annunci/99545046/
"Apartment via Principe Tommaso 21, San Salvario - Baretti, Turin","€ 259,000",5,"5 (3 bedrooms, 2 others), 1 bathroom, kitchen diner",120 m²,,"4°, with lift",Apartment | Full ownership | Stately property class,4 floors,1880,To be refurbished,G,https://www.immobiliare.it/en/annunci/101554783/
"3-room flat via Cesare Balbo 8, Vanchiglia, Turin","€ 139,000",3,"3 (1 bedroom, 2 others), 1 bathroom, kitchen nook",82 m²,,3°,Apartment | Full ownership | Medium property class,5 floors,1900,Good condition / Liveable,G,https://www.immobiliare.it/en/annunci/98747140/
"2-room flat via lauro rossi 11, Barriera di Milano, Turin","€ 59,900",2,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",55 m²,,5°,Apartment | Full ownership | Medium property class,5 floors,1950,Good condition / Liveable,F,https://www.immobiliare.it/en/annunci/95512818/
"3-room flat via Alessandro Carroccio 6, Madonna di Campagna, Turin","€ 73,000",3,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",80 m²,,"1°, with disabled access",Apartment | Full ownership | Economic property class,5 floors,1950,Good condition / Liveable,,https://www.immobiliare.it/en/annunci/100630105/
"4-room flat via San Secondo 92, Crocetta, Turin","€ 189,000",4,"4 (1 bedroom, 3 others), 1 bathroom, kitchen diner",80 m²,,"3°, with lift, with disabled access",Apartment | Full ownership | Stately property class,4 floors,1902,Excellent / Refurbished,E,https://www.immobiliare.it/en/annunci/100404100/
"2-room flat piazza Tommaso Campanella 9, Parella, Turin","€ 79,000",2,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",50 m²,,"3°, with lift",Apartment | Full ownership | Economic property class,8 floors,1950,To be refurbished,G,https://www.immobiliare.it/en/annunci/100115214/
"3-room flat via SAN MARINO 108, Santa Rita, Turin","€ 179,000",3,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",80 m²,,"6°, with lift",Apartment | Full ownership | Medium property class,6 floors,1960,Excellent / Refurbished,F,https://www.immobiliare.it/en/annunci/99602828/
"2-room flat corso Moncalieri 21, Gran Madre - Crimea, Turin","€ 165,000",2,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",57 m² - See detail,,"Ground floor, with disabled access",Apartment | Full ownership | Stately property class,1 floor,2000,Excellent / Refurbished,G,https://www.immobiliare.it/en/annunci/99450230/
"2-room flat via Refrancore 75, Madonna di Campagna, Turin","€ 39,000",2,"2 (1 bedroom, 1 other), 1 bathroom, kitchen diner",50 m²,,"Mezzanine, with lift",Apartment | Full ownership | Medium property class,5 floors,1954,Excellent / Refurbished,F,https://www.immobiliare.it/en/annunci/98853946/
"2-room flat via foligno 79, Madonna di Campagna, Turin","€ 57,000",2,"2 (1 bedroom, 1 other), 1 bathroom, kitchenette",55 m²,,3°,Apartment | Full ownership | Stately property class,5 floors,1960,Excellent / Refurbished,G,https://www.immobiliare.it/en/annunci/97406482/
"2-room flat via Malone 22, Barriera di Milano, Turin","€ 49,900",2,"2 (1 bedroom, 1 other), 1 bathroom, kitchenette",60 m²,,"3°, with lift, with disabled access",Apartment | Full ownership | Medium property class,3 floors,1970,Good condition / Liveable,G,https://www.immobiliare.it/en/annunci/87981778/
"4-room flat via Tiepolo 14, San Salvario - Dante, Turin","€ 269,000",4,"4 (2 bedrooms, 2 others), 1 bathroom, kitchen diner",110 m²,,"1°, with lift",Apartment | Full ownership | Medium property class,4 floors,1950,Good condition / Liveable,F,https://www.immobiliare.it/en/annunci/96248562/
"2-room flat corso Novara 10, Aurora, Turin","€ 39,900",2,"2 (1 bedroom, 1 other), 1 bathroom, kitchenette",34 m²,,"Ground floor, with disabled access",Apartment | Full ownership | Medium property class,3 floors,1915,Excellent / Refurbished,G,https://www.immobiliare.it/en/annunci/99269802/
"3-room flat corso Bernardino Telesio 82/1, Parella, Turin","€ 159,000",3,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",75 m²,,"6°, with lift",Apartment | Full ownership | Medium property class,9 floors,1960,Excellent / Refurbished,E,https://www.immobiliare.it/en/annunci/98834496/
